x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15
-30.006610196617157,30.00601455057566,-10.002219794558023,30.000332776411106,10.000184197720401,30.00084438216431,29.999853751286523,30.000131567992447,-30.009957877758215,10.002608061884532,-10.002867660098929,10.001292487440917,9.999081474561928,10.000396017866723,29.999744575168577,10.000056144201226,-30.01459235533857,-10.00251899244363,-10.004267336068473,-10.001768254922794,9.998855417771122,-9.999091539737506,29.99964309356628,-10.000180172809188,-30.022614794120976,-30.014038089702535,-10.00725001811251,-30.00469426302142,9.998148481895115,-30.00137339181091,29.999480237697014,-30.000341255332625
-29.976730847171478,29.957820337489316,-10.132984580096323,30.01283503348188,10.065576801963418,29.992174634113514,29.95574303710811,29.983280799533794,-30.00255464088732,9.988652975013665,-10.186548939147022,10.064938726503785,10.131663773057038,10.135447165329891,30.045525713300748,10.020162549733845,-29.983718100506394,-9.976176368797121,-10.2026404434639,-9.933194491633932,10.006720310712565,-9.998745913589074,29.98654814375227,-9.81680713861399,-29.918527131496802,-29.78636942630223,-9.997294379918905,-30.00418984179467,10.00702190303786,-30.0015154271918,30.007254987730644,-30.000601062823982
-29.716013947093742,29.504201773291182,-11.707627190524086,30.177417676319596,10.667051736930292,29.911233630366297,29.54471000568653,29.82752094547306,-29.96311197538885,9.886011961800312,-13.14866903685578,11.162554198762528,11.988568903906552,12.249541137023705,30.480298158891475,10.210776678810088,-29.756626179928887,-9.75455653917146,-13.939908908880358,-8.571285681965684,10.0635709891778,-9.994739882370778,29.807186092981066,-7.038831522263701,-28.528257400225545,-26.057303029856875,-9.940667274012748,-30.006605872356253,10.064954478484823,-30.004022800903247,30.06548396817828,-30.002359955916987
-29.73285159838946,29.173485918099956,-12.209414696207912,31.00049880801997,11.477228753716743,30.07795178185034,29.315993624529785,29.529018860255555,-29.886348939778102,9.815769986621232,-17.65874722573916,11.65163222460424,13.479215708061034,14.871844133859007,30.481432785949597,10.186325585865818,-29.466694092638264,-9.183974456356921,-18.340559996858612,-7.582152789032945,10.090509090776735,-9.961778354952525,28.56408404341153,-3.2502542146125215,-28.178519149503984,-22.494430784038276,-9.86299738282989,-30.00905226438801,10.1184177286981,-30.00526624984924,30.120429536590315,-29.974263360635366
-29.651278166252563,28.831569449587306,-12.935333552384872,31.447724552876686,11.640700289996772,30.63026132095771,29.28349907460326,28.905144018033333,-29.834320873636692,9.588687522796672,-20.338681243245837,11.416090889785487,14.864421504287185,16.42847291031357,30.085896493825718,10.323415326069082,-29.945632071334348,-8.428130325399884,-21.363666288870718,-6.971178867294755,11.534857333475161,-5.767577323483854,27.88930068145565,0.27742739203541966,-27.306590737151073,-20.3589495822118,-9.64987047339738,-29.92963047176726,10.171127150528628,-30.00465860080891,30.203880880944663,-29.5519040763338
-29.99134179134263,28.38047003166826,-13.895733249955,30.609950912624114,11.362783927660653,31.01763392899903,28.792309469979337,28.511702564320856,-30.483331994484782,9.301250126307947,-21.66676328665864,11.196715984706998,15.519874427467618,17.695245780341306,30.304457275147747,11.082938934441309,-31.12767874297846,-8.191190450929515,-22.366495861795116,-7.546001615078332,11.656116717915838,-2.7569479562080748,27.945803182129257,2.084796204337322,-27.276126292077137,-21.06155927463854,-12.712950849095522,-29.712857605954774,10.227112187324595,-29.987137908951308,30.368616856597058,-28.592865300312223
-30.392197609803855,28.226843886866636,-14.613985922219001,28.639019289108067,11.584486332450318,30.705084527106226,28.387976057648004,28.82677662341757,-31.288999848698843,9.14934219114807,-20.638520879876808,10.90377147854068,14.763170718954422,17.13422710992945,30.49452885175785,12.43838141407234,-32.169589769609566,-7.845092679833926,-21.246940081748683,-7.668378406179343,9.625783368791927,0.7661452388457152,28.239435860996856,2.654736402299406,-27.284579875767243,-22.226456337225507,-16.52343507227535,-27.442819323610294,10.293671206861216,-29.386912729283676,30.534495813173805,-27.318727744554764
-30.904642717775033,28.061993110685936,-13.896936499988154,26.835310683415525,11.861662497235624,30.630295598215955,28.6874842246533,29.329692889085766,-31.699416265162053,8.842817365890463,-19.253642838072256,10.406763025608518,14.178729294984626,16.3323610418321,30.333447640215855,13.329680265167688,-32.89150837054968,-7.671359904318318,-19.875966769973566,-7.087317903943606,8.559984094644786,5.006588500022287,29.453148072897157,2.4937900366694143,-27.674688420568366,-21.959909954543384,-17.800224663621066,-24.858116063577906,9.97246083802541,-28.406163387570768,30.574889934339087,-26.2349202344664
-31.140719381657718,28.031133889681403,-15.412001892514342,26.808484947348433,11.627156465859333,30.960377086780447,29.370562714886436,29.528366109310188,-32.174203348216935,8.687885667581915,-19.453157859580546,11.124349158498948,14.124798028746206,17.23513898243695,30.942784530576283,14.009505372511883,-33.11123442637292,-7.39820660764273,-20.548006741741922,-6.145654444213229,10.492790759210218,7.52938246983876,30.484592511477377,2.4417360700561015,-29.785935214346004,-20.583720726600845,-16.409268758229388,-25.405929784604346,9.173931688414186,-27.340478169085443,30.463278617304876,-25.46522636716448
-30.839565889968856,28.114590388476735,-17.404450971482035,27.995925280826558,11.372466904133452,31.24321983301341,29.501250953310617,29.54532794794385,-32.929142692126426,8.773485943861203,-20.72485948944494,11.537086114344804,14.938014837756967,19.050999430427467,31.413933265547357,14.765003027748998,-33.14115610504178,-7.2206534874104324,-22.174210161576827,-5.829846363359185,12.604169933023396,7.306531847621952,30.401476942357792,3.058194496958844,-31.309256689416078,-19.490420785015107,-14.444271921036961,-27.867424338489343,8.341702279964757,-26.343194938549754,30.260573944762143,-25.19712676173596
-31.110204257159374,28.233923486250095,-18.175738179862464,28.53904206003902,11.00407065019451,31.587037048960745,29.588587341077744,29.502189914585333,-33.22162974481589,9.299778433197826,-22.14659516654908,12.07103816352406,16.284079317477005,20.142781565153427,31.17813889200414,15.530045888479236,-33.555017917964655,-7.588341212503858,-22.974729871022213,-6.061265384003156,15.013617907218068,6.641484425652963,30.13244116348753,4.431675324725084,-31.68414745944701,-19.906974710267566,-14.684622292320302,-27.628515082028823,7.885426448372099,-25.404739724964397,29.98386048393466,-25.261511573535053
-31.55664113714944,28.184680319155518,-18.798890652056556,29.036296317507553,11.048790517660432,31.462043291938524,29.39847848978597,29.096068323616432,-33.07803427214646,9.742617882550205,-22.98156906908979,11.718369907903408,16.38822612018401,20.376916478341126,31.09192534041479,16.209686484644354,-33.568962601606806,-7.516219586433102,-22.067731419514562,-6.8626988438951155,16.04034064591392,8.02305001860093,29.688024751237137,5.772457517181167,-31.456154328636703,-20.655728277203114,-16.993999737808714,-24.496988079408922,7.818212494363811,-24.46589261343987,29.671962234058377,-25.406129595393722
-32.05542923832775,28.698154021953922,-18.336354064756023,28.017256114188502,11.001009081926512,30.736455223597932,29.05006947647836,29.501064575270824,-33.122131414132106,9.323326879193369,-22.18825761684169,10.78735702391528,16.23886507885917,20.427083495422345,31.02732691213355,16.623729262881646,-33.73377145963426,-7.5595956503847725,-21.085032889309154,-7.062835205284077,14.5466159465697,10.258389997630317,30.185653446415365,5.9237318612115075,-30.696922133031027,-21.232620743250788,-18.395843222003815,-20.953965547111324,7.723868042737426,-23.73775925868686,29.437795696126333,-25.349229219084968
-32.20528354869176,28.9083503914149,-18.37166938108695,26.798921980947433,10.770989335867846,30.184918872963806,29.018821399805127,30.194477778971578,-33.19372109536755,9.04960597349856,-20.94329594841093,10.585442519425989,16.157864152560425,20.349158358547587,31.307235573673964,16.604944463847453,-33.618617839260224,-7.177116260440928,-20.681243832210242,-6.323417690962995,14.34073481716372,10.981163314938728,30.560484173122685,4.942804386673689,-30.915055584550718,-22.039725938526974,-21.115669022129236,-20.853595903257197,7.3088801946912225,-23.31098878758589,28.407763005532708,-20.964192198269963
-32.23194966955766,28.377959318048855,-19.01995518207395,25.80367195654158,10.013280505612267,30.335383320469376,28.85250510696784,30.502221492109072,-33.065981719087695,9.098639223681234,-20.50225412810658,10.624886456792176,16.637715372885157,20.64535442939467,31.264355400507263,16.67214072720148,-33.42251585292943,-7.118858641643195,-21.515743147494074,-5.040945540573366,14.525515576817723,10.079577506462973,30.99070177445655,4.217185807033472,-31.86589654631649,-22.885068165534996,-22.909210039163895,-21.55521554698446,6.6421023338826775,-23.170947190828574,26.239147195966055,-11.941999044127684
-32.11137599396759,28.18538597447545,-19.998205188641922,26.37359141317601,9.330493873464464,30.624151414711644,28.856675921594164,30.775971400904595,-32.924627433021236,9.412365674128804,-22.351352375093203,11.517446644658826,16.70906954711616,21.14336122359932,31.134888251738765,16.85107729662703,-33.17108818655397,-6.965883641427602,-22.59246823978051,-4.4265037744621685,15.133120830682794,8.654304025003734,30.979980401011332,3.4194014319005697,-32.684921097706884,-24.388436088877135,-22.91475037769043,-22.658853653497843,5.749817113343015,-23.50758209402874,24.930016231616747,-5.741574327675322
-32.55833186766891,28.55433971650202,-21.04342192760535,27.707144004464993,9.261669408875576,30.670655403021005,28.88866851205558,30.701745817451734,-32.743331937453995,9.426700874881963,-24.339143405955067,13.08651361277565,17.003629759523722,21.642424304684763,30.936038808436518,16.727489553975754,-33.17182965616462,-7.125634488410528,-24.0079401101692,-4.259344557097544,16.095328321503303,8.717104496718429,30.966959152650137,3.3085269326951763,-33.373274837616464,-25.682039953981665,-22.83764369358824,-22.509471345785013,5.627398588171322,-24.70665816613042,25.777648517308414,-3.1121503178658565
-33.03120892439557,27.885086207716,-20.848466631086847,28.120416936378987,9.084145582842279,30.62732877808472,29.285051738816733,30.742960950693714,-32.65080594191246,9.375880727966026,-23.816698804991493,13.55768849732898,17.226125883986164,21.525335210051942,30.57908741026311,17.42579987191074,-33.735183883062966,-7.5311570422435095,-24.381527732853762,-3.7767077992949885,15.90380281453747,10.404163552459295,31.135933828010263,5.29962435181324,-33.59004248156832,-25.972260713273105,-22.807875253619372,-22.260283263280595,7.3071354931503585,-26.390348578925632,27.52553621719275,-6.3812977336222705
-33.04802372129726,27.65007279596295,-20.1125870223985,28.35952323000605,8.617894023830392,30.22788300221392,28.931245808623032,30.99541237253003,-32.89748911315636,8.599483102414322,-22.416566085687766,13.27903804839866,17.32899530976692,21.396949208099198,30.303342152520216,18.389423288219852,-34.07013333729891,-7.424623218784769,-22.478283874192662,-3.859565905480942,16.26425115158025,11.96826005954829,32.77770225198526,6.413627718621773,-33.60185839983868,-26.107116989066995,-22.901513862948722,-22.529760663523344,10.090853211752602,-27.539441246690036,26.153566189338108,-9.800904199994195
-33.09786451780698,27.612836832537848,-19.82650353692607,28.9384553652671,8.102772219520626,29.63302584136418,29.432282472359702,31.66279093885452,-33.191235800073024,8.423593325555034,-21.159776928989324,13.21280790556507,17.27093058352465,21.7406770385015,30.455854274031108,18.487828954296827,-34.03949118295514,-7.783320106813972,-21.182572784571484,-4.022447509641024,15.83640129861493,11.752613384740833,33.74847367342911,6.213771712013023,-33.293651690788295,-26.517788600013805,-23.28352156378784,-22.309168734894328,11.476409712481404,-27.62262168033584,23.592903380590165,-7.552452914178945
-33.14244712903416,28.013174624025744,-19.721845626038963,28.292472244544715,7.515338766494389,29.645349409792736,29.51524866498427,32.17795500760552,-33.54421884394884,8.920100421273634,-20.196207958901702,13.106766121788283,17.05033925982201,21.955076631656766,30.96198555288238,18.265105351761814,-34.08256453166283,-7.929641750643812,-22.185254398774923,-3.457967246634279,14.406812808250406,11.211547559486274,33.668349630377385,6.302502068892178,-33.27779155899529,-26.656000838593922,-23.97265573251513,-21.411405058363552,11.698740437952713,-27.49429746755605,21.503794328930834,-4.026593948514391
-33.203595617468025,28.057310563543247,-20.32279765366561,28.51691688067419,6.969389009104553,29.568974080761368,29.244756917437776,32.17843076287993,-33.660028353508594,9.114354722793268,-20.86083175436548,13.428107746117288,17.09714403459013,22.803405030252765,31.839744348341807,18.268844723272,-33.97491869334756,-8.290072679107494,-23.32931965653748,-3.415272273582111,14.214203541941352,11.03326682215002,33.13807015235223,6.001956027352364,-33.60430096342912,-26.90351373740279,-24.20345043585725,-21.50466343334258,12.269077042531823,-27.83367221621944,21.683476872715485,-0.5826346687472641
-32.96273516275622,28.157689171700504,-21.205355190454764,29.796640974634496,7.012038251953945,29.75820142077968,28.685758037048217,31.57452163105603,-33.05531429670617,8.694572923610142,-21.201013932114922,11.513018011470177,16.90947246920692,23.475712915042156,32.01893323528081,18.412335093904534,-34.0602931945503,-7.786257092871868,-22.561911082625063,-3.568906358406522,15.319466174202072,11.593647659837114,32.126611561366595,5.940411649425875,-33.69890194320472,-28.008882849365683,-23.372251366667548,-22.03401400750182,9.990408763574433,-24.253218421662545,24.74650856858232,3.4147267040152576
-33.03547393577479,27.620927354343195,-21.041034462400606,29.40567938564849,8.943746386190547,29.72374051702767,28.989968257086776,31.83558135739588,-32.78842314652634,8.654277550606784,-20.595221687282997,10.613589503127809,17.575991314232535,24.264281479173864,31.932084734268834,18.275695104594746,-34.04577278315523,-7.76502795121497,-21.604158970084278,-3.450062916562972,17.34725787797065,12.240792668117034,32.321824765761875,5.84359085888135,-33.31215503474326,-28.653992582055643,-22.906572373538378,-20.926685802645295,8.425195642645543,-21.573684607465424,26.264865408092554,4.875897290593845
